Submitted On,Round,Winner,Winners Score,Opponent,Opponents Score,,,,,,,
45305.39976,10,Paula Catanese,361,Cheryl Melvin,219,,,,,,,
45305.40047,10,Guy Ingram,475,Jeannie Wilson,315,,,,,,,
45305.42105,11,Yukiko Loritz,470,John Karris,358,,,,,,,
45305.43093,11,Terry Kang,507,Bharath Balakrishnan,405,,,,,,,
45305.43238,11,Noel Livermore,484,Jeremy Jeffers,453,,,,,,,
45305.43567,11,Lila Crotty,354,Andrea Hatch,348,,,,,,,
45305.43933,11,Cheryl Melvin,386,Emily Brodeur,316,,,,,,,
45305.44185,11,Guy Ingram,401,Kaia,348,,,,,,,
45305.44725,11,Paula Catanese,469,Jeannie Wilson,387,,,,,,,
45305.47002,12,John Karris,481,Noel Livermore,391,,,,,,,
45305.47102,12,Yukiko Loritz,503,Bharath Balakrishnan,446,,,,,,,
45305.47238,12,Jeremy Jeffers,474,Andrea Hatch,348,,,,,,,
45305.4745,12,Cheryl Melvin,448,Terry Kang,311,,,,,,,
45305.4794,12,Guy Ingram,404,Lila Crotty,321,,,,,,,
45305.48031,12,Paula Catanese,436,Kaia,350,,,,,,,
45305.48082,12,Jeannie Wilson,464,Emily Brodeur,433,,,,,,,
45305.5726,13,Kaia,411,Emily Brodeur,338,,,,,,,
45305.57297,13,Bharath Balakrishnan,500,Cheryl Melvin,281,,,,,,,
45305.57653,13,Yukiko Loritz,510,Noel Livermore,316,,,,,,,
45305.57956,13,Paula Catanese,447,Lila Crotty,341,,,,,,,
45305.58032,13,Terry Kang,456,Jeannie Wilson,368,,,,,,,
45305.58053,13,Guy Ingram,454,Jeremy Jeffers,256,,,,,,,
45305.58395,13,John Karris,426,Andrea Hatch,362,,,,,,,
45305.61323,14,Emily Brodeur,479,Cheryl Melvin,342,,,,,,,
45305.61512,14,John Karris,384,Kaia,382,,,,,,,
45305.61648,14,Noel Livermore,448,Terry Kang,441,,,,,,,
45305.62103,14,Lila Crotty,504,Andrea Hatch,404,,,,,,,
45305.62191,14,Yukiko Loritz,417,Jeremy Jeffers,410,,,,,,,
45305.6247,14,Jeannie Wilson,434,Paula Catanese,432,,,,,,,
45305.62472,14,Bharath Balakrishnan,484,Guy Ingram,413,,,,,,,
45305.65347,15,John Karris,411,Emily Brodeur,354,,,,,,,
45305.66002,15,Lila Crotty,541,Jeannie Wilson,333,,,,,,,
45305.66081,15,Kaia,438,Paula Catanese,277,,,,,,,
45305.6609,15,Terry Kang,419,Yukiko Loritz,329,,,,,,,
45305.66243,15,Cheryl Melvin,435,Andrea Hatch,317,,,,,,,
45305.66322,15,Guy Ingram,415,Jeremy Jeffers,388,,,,,,,
45305.66431,15,Bharath Balakrishnan,401,Noel Livermore,357,,,,,,,
45305.68919,16,Kaia,548,Emily Brodeur,369,,,,,,,
45305.69896,16,Yukiko Loritz,492,Noel Livermore,338,,,,,,,
45305.70015,16,Terry Kang,408,Guy Ingram,322,,,,,,,
45305.70021,16,John Karris,449,Paula Catanese,360,,,,,,,
45305.70076,16,Andrea Hatch,532,Jeannie Wilson,341,,,,,,,
45305.70094,16,Cheryl Melvin,393,Lila Crotty,393,,,,,,,
45305.70495,16,Bharath Balakrishnan,428,Jeremy Jeffers,389,,,,,,,
45306.34449,17,Emily Brodeur,435,Lila Crotty,365,,,,,,,
45306.34623,17,Jeremy Jeffers,426,Kaia,383,,,,,,,
45306.34979,17,Terry Kang,411,Bharath Balakrishnan,363,,,,,,,
45306.3502,17,Jeannie Wilson,424,Cheryl Melvin,380,,,,,,,
45306.35168,17,Noel Livermore,348,John Karris,322,,,,,,,
45306.35356,17,Guy Ingram,373,Yukiko Loritz,371,,,,,,,
45306.35836,17,Paula Catanese,335,Andrea Hatch,300,,,,,,,
45306.38507,18,Emily Brodeur,403,Jeannie Wilson,371,,,,,,,
45306.39292,18,Terry Kang,423,Jeremy Jeffers,405,,,,,,,
45306.39432,18,John Karris,610,Cheryl Melvin,376,,,,,,,
45306.39582,18,Yukiko Loritz,404,Bharath Balakrishnan,327,,,,,,,
45306.3969,18,Noel Livermore,495,Guy Ingram,344,,,,,,,
45306.3983,18,Lila Crotty,442,Paula Catanese,363,,,,,,,
45306.39876,18,Andrea Hatch,411,Kaia,400,,,,,,,
45306.44017,19,Emily Brodeur,441,John Karris,339,,,,,,,
45306.44512,19,Bharath Balakrishnan,477,Jeremy Jeffers,381,,,,,,,
45306.44612,19,Guy Ingram,509,Terry Kang,299,,,,,,,
45306.44681,19,Andrea Hatch,467,Cheryl Melvin,320,,,,,,,
45306.45106,19,Jeannie Wilson,443,Lila Crotty,433,,,,,,,
45306.4522,19,Kaia,439,Paula Catanese,326,,,,,,,
45306.4528,19,Yukiko Loritz,428,Noel Livermore,426,,,,,,,
45306.4853,20,Kaia,463,Jeannie Wilson,372,,,,,,,
45306.48613,20,John Karris,482,Noel Livermore,370,,,,,,,
45306.48753,20,Emily Brodeur,487,Jeremy Jeffers,372,,,,,,,
45306.48837,20,Yukiko Loritz,526,Terry Kang,373,,,,,,,
45306.49277,20,Lila Crotty,408,Cheryl Melvin,356,,,,,,,
45306.4934,20,Paula Catanese,498,Andrea Hatch,291,,,,,,,
45306.4994,20,Guy Ingram,383,Bharath Balakrishnan,383,,,,,,,
